station_name,station_code,station_lat,station_long
Ranjani ,RNE,19.0456955,74.0505752
Degana Junction ,DNA,26.3974706,74.0607614
Sikar Junction ,SIKR,26.3974706,74.0607614
Wadegaon ,WDG,18.5568159,74.0681988
Charegaon ,CRN,17.3711007,74.0718702
Karanjgaon ,KAJG,20.0135982,74.0718702
Fatehnagar ,FAN,24.8062194,74.0946311
Jarandeshwar ,JSV,17.737058,74.0998274
Mangal Mahudi ,MAM,22.8488317,74.103441
Niphad ,NR,20.0799646,74.1093141
Shivani ,SHV,16.9720503,74.1298684
Karwar ,KAWR,14.8132769,74.1310684
Uruli ,URI,18.4874257,74.1333715
Talwandi ,TWB,30.9098749,74.1386767
Wathar ,WTR,17.8830943,74.1386767
Targaon ,TAZ,17.5103102,74.1504204
Jejuri ,JJR,18.2789607,74.1577421
Koregaon ,KRG,17.6966354,74.1607179
Gogameri ,GAMI,29.6822356,74.1614066
Ambale ,ABLE,18.4123239,74.1650991
Sadulshahr ,SDS,29.9095791,74.1739057
Karad ,KRD,17.2776764,74.1856472
Lonand ,LNN,18.041706,74.1861821
Sawantwadi Road ,SWV,15.9560402,74.19579
Rahimatpur ,RMP,17.5904097,74.1988555
Abohar ,ABS,30.1452928,74.1993043
Bigga ,BIGA,28.052553,74.201531
Pangri ,PJR,19.8178396,74.2017906
Bhupalsagar ,BSJ,24.8561415,74.209128
Nira ,NIRA,18.1021612,74.2119388
Somtane ,SMNE,19.9501747,74.2171989
Malthan ,MLM,18.8380523,74.227313
Lasalgaon ,LS,20.15,74.2333
Kulem ,QLM,15.3318441,74.239942
Nandurbar ,NDB,21.3755507,74.2427644
Amargarh ,AGR,29.8920581,74.2553471
Vikramnagar ,VRG,16.6974691,74.2634159
Islampur ,IPR,17.0500326,74.2651752
Kharak ,KHRK,31.5046317,74.2663499
Dholipal ,DPK,29.75,74.2666667
Dahod ,DHD,22.8333,74.2667
Yevat ,YT,18.4773886,74.2692839
Gur Market ,GRMT,16.7018903,74.2696506
Ranjangaon Road ,RNJD,18.6946907,74.272948
Choupale ,CUE,21.375552,74.294108
Hanumangarhtown ,HMO,29.6224435,74.2942208
Hanumangarh Junction ,HMH,29.6156068,74.2989877
Ankola ,ANKL,14.6667,74.3
Wan Road ,WND,32.4238953,74.309159
Valivade ,VV,16.7185172,74.3132878
Beawar ,BER,26.1,74.3167
Kapasan ,KIN,24.8764763,74.3176876
Nizampur ,NIP,21.1130244,74.3308864
Castle Rock ,CLR,15.39819,74.334704
Lakhewali ,LKW,30.4441945,74.3484833
Rukadi ,RKD,16.7217862,74.3512344
Lakhmapur ,LKY,20.5486065,74.3558148
Takari ,TKR,17.1309306,74.3616798
Manaksar ,MNSR,29.68009,74.3837635
Ranala ,RNL,21.3453237,74.3953998
Parsa Khera ,PKRA,24.9067639,74.3983317
Ladnun ,LAU,27.65,74.4
Tikaria ,TKYR,23.5253599,74.415922
Guru Harsahai ,GHS,30.7167,74.4167
Mananwala ,MOW,31.4729556,74.4195864
Kumta ,KT,14.427404,74.4203192
Kirloskarvadi ,KOV,17.0854162,74.421785
Kharwa ,KRW,26.2,74.4333333
Sherekan ,SRKN,29.5624672,74.4357089
Talchhapar ,TLC,27.8185932,74.4379073
Manmad Junction ,MMR,20.2498245,74.4380905
Hatkanagale ,HTK,16.7445608,74.4467007
Mordar ,MRDD,20.6816206,74.4467007
Honnavar ,HNA,14.2833,74.45
Gachhipura ,GCH,26.9545377,74.4540282
Khalilpur ,KIP,32.7050397,74.4540282
Ankai ,ANK,20.1844982,74.4547609
Jaswantgarh ,JSH,27.6523526,74.4584245
Patas ,PAA,18.4343863,74.4613553
Sangaria ,SGRA,29.7903276,74.4630794
Sujangarh ,SUJH,27.7,74.4667
Rajaldesar ,RJR,28.03,74.47
Lamana ,LNA,26.2361153,74.4815035
Chikodi Road ,CKR,16.411382,74.4832517
Kopargaon ,KPG,19.8833,74.4833
Yeola ,YL,20.0333,74.4833
Khunkhuna ,KKNA,27.3049903,74.4862655
Dantra ,DTRA,25.8239334,74.4877306
Murdeshwar ,MRDW,14.0938889,74.4905556
Sardarshahr ,SRDR,28.4324293,74.4935913
Sanvrad ,SVO,27.5170209,74.4943239
Londa Junction ,LD,15.4492213,74.4963384
Chitali ,CIT,17.4210511,74.4972541
Belgaum ,BGM,15.8667,74.5
Goneana ,GNA,30.4430979,74.5009168
Tibi ,TIBI,29.542627,74.503474
Sainagar Shirdi ,SNSI,19.777678,74.5038442
Mangaliyawas ,MLI,26.2745676,74.5046809
Malout ,MOT,30.1891769,74.505312
Malegaon Vyenku ,MGVK,20.5547497,74.5100291
Khanapur ,KNP,15.6384,74.51269
Muktsar ,MKS,30.4833,74.5167
Dulrasar ,DUS,28.2870344,74.5170319
Sanvatsar ,SNVR,19.8774715,74.5206942
Makrera ,MKRA,26.3294254,74.528751
Nagarsol ,NSL,20.1092692,74.528751
Bhatkal ,BTJL,13.9977623,74.5404694
Ghosunda ,GSD,24.8539239,74.5404694
Meghnagar ,MGN,22.9062054,74.5422147
Dhaban ,DABN,29.858419,74.5433988
Nandre ,NDE,16.9556517,74.5433988
Marwar Balia ,MBSK,27.357435,74.5448635
Jayasingpur ,JSP,16.7812047,74.5523643
Padhegaon ,PDGN,19.9317269,74.5546333
Dondaicha ,DDE,21.3275424,74.5609746
Sangli ,SLI,16.867,74.567
Gokak Road ,GKK,15.8967672,74.5713239
Didwana ,DIA,27.4024277,74.5756196
Saradhna ,SDH,16.8704,74.5796
Kashti ,KSTH,18.5498903,74.5829417
Madhavnagar ,MDVR,16.8857327,74.5858704
Pachhapur ,PCH,16.1924324,74.5858704
Tulwara Jhil ,TLI,29.5193422,74.5902635
Belvandi ,BWD,18.7205346,74.5939242
Firozpur City ,FZP,30.9167,74.6
Atari ,ATT,31.5978111,74.6019776
Vishrambag ,VRB,16.8453567,74.6019776
Rajmane ,RM,20.7082345,74.6107628
Ratangarh West ,RXW,28.0696655,74.6107628
Barchi Road ,BCRD,15.2818634,74.6145099
Daurai ,DOZ,26.3959445,74.6192694
Gangrar ,GGR,25.055934,74.6195474
Puntamba ,PB,19.7666681,74.6195474
Devlali ,DVL,19.4728013,74.6210115
Firozpur Cant ,FZR,30.9107385,74.6224755
Bijoor ,BIJR,13.8426019,74.6254036
Sareri ,SSR,25.6983484,74.6261356
Hamirgarh ,HMG,25.1881851,74.6268676
Chittaurgarh ,COR,24.8887435,74.6269216
Chittor ,CTO,24.8887435,74.6269216
Chanderiya ,CNA,24.9357592,74.6312596
Bhilwara ,BHL,25.35,74.6333
Byndoor ,BYNR,13.8685178,74.6341875
Ajmer Junction ,AII,26.4569859,74.6376644
Shambhupura ,SMP,24.7673502,74.6385793
Miraj Junction ,MRJ,16.8203641,74.6387623
Belapur ,BAP,19.5748694,74.6458987
Jammu Tawi ,JAT,32.6907547,74.6473625
Rahuri ,RRI,19.392678,74.6488264
Ellenabad ,ENB,29.45,74.65
Bijainagar ,BJNR,25.9267581,74.6506322
Bariwala ,BRW,30.5379151,74.6524859
Sonshelu ,SNSL,21.2666081,74.6546816
Gulabpura ,GBP,25.9031773,74.6605365
Nandgaon ,NGN,20.3094959,74.6605365
Giddarbaha ,GDB,30.2,74.6667
Panch Pipila ,PCN,23.0330124,74.6672604
Taklimiya ,TKMY,19.4536764,74.667855
Thandla Road ,THDR,23.032105,74.6714353
Vilad ,VL,19.1967596,74.6766367
Nimbahera ,NBH,24.6167,74.6833
Akolner ,AKR,19.0377357,74.6874914
Suladhal ,SUL,15.9615521,74.6927354
Kundapura ,KUDA,13.6333,74.7
Mandi Dabwali ,MBY,29.9671034,74.7001328
Shrigonda Road ,SGND,18.6169248,74.7043812
Bandanwara ,BDW,26.1298069,74.7044425
Kedgaon ,KDG,19.0703338,74.7044425
Nipani Vadgaon ,NPW,19.6016344,74.7124907
Makrana Junction ,MKN,27.05,74.7167
Melusar ,MELH,28.5100339,74.7220017
Khadki ,KK,18.3233302,74.7249281
Kalianpur ,KAP,13.3823632,74.7307807
Vambori ,VBR,19.2896623,74.7307807
Nasirabad ,NSD,26.3,74.7333
Ladpura ,LR,26.5088124,74.7351699
Alnavar Junction ,LWR,15.4243638,74.7380046
Rotegaon ,RGO,19.9655781,74.7395591
Bhairongarh ,BOG,23.1448664,74.7424852
Sindkheda ,SNK,21.2725651,74.7455078
Ahmadnagar ,ANG,19.0952075,74.7495916
Faridkot ,FDK,30.6667,74.75
Udupi ,UD,13.35,74.75
Bhigwan ,BGVN,18.2968353,74.7541889
Barkur ,BKJ,13.4736885,74.7541889
Shedbal ,SED,16.6909255,74.7583657
Ghatprabha ,GPB,16.2394587,74.7585775
Bamnia ,BMI,23.0959442,74.7615033
Nohar ,NHR,29.1833,74.7667
Khandala ,KAD,20.0319396,74.7688173
Padubidri ,PDD,13.1383805,74.770844
Jawad Road ,JWO,24.562666,74.7717429
Pune Junction ,PUNE,18.0833138,74.7732056
Solapur Junction ,SUR,18.0833138,74.7732056
Dhule ,DHI,20.9042201,74.7748979
Gegal Akhri ,GEK,26.5559646,74.7811943
Raybag ,RBG,16.4833,74.7833
Bisalwas Kalan ,BIWK,24.5002753,74.783324
Hol ,HOL,21.2014517,74.788098
Srinagar ,SINA,34.0836581,74.7973681
Mulki ,MULK,13.0655563,74.7977961
Arag ,ARAG,16.7858126,74.8009955
Surathkal ,SL,13.0030385,74.8097703
Kot Kapura ,KKP,30.5913084,74.811534
Sonai ,SYZ,19.3956022,74.8185446
Shri Madhopur ,SMPR,32.6424036,74.8198586
Ugar Khurd ,UGR,16.6563889,74.8252778
Nardana ,NDN,21.1879926,74.8258562
Mallanwala Khas ,MWX,31.0496683,74.8346296
Thokur ,TOK,12.96607,74.838203
Raoti ,RTI,23.2256238,74.8404784
Sangat ,SGF,30.0855734,74.8419405
Borvihir ,BRVR,20.7874632,74.8448648
Kuchaman City ,KMNC,27.15,74.85
Kudachi ,KUD,16.6333,74.85
Ullal ,ULL,12.8,74.85
Chinchli ,CNC,16.565973,74.853373
Mangalore Cntl ,MAQ,12.9141417,74.8559568
Kishangarh ,KSG,26.5870344,74.856397
Vijiypur Jammu ,VJPJ,32.7266016,74.8570259
Barang ,BRAG,28.8245748,74.8594853
Amritsar Junction ,ASR,31.6313691,74.8602163
Kankanadi ,KNKD,12.8647551,74.8609472
Nimach ,NMH,24.4763852,74.8624092
Kavathe Mahankl ,KVK,17.0089686,74.8653331
Jinti Road ,JNTR,18.3249044,74.8776801
Jath Road ,JTRD,17.0710606,74.8783021
Diplana ,DPLN,29.1794968,74.8828754
Shiupur ,SOP,21.3515381,74.8828754
Sirpur Town ,SRUR,21.3515381,74.8828754
Parsoli ,PSLI,25.1082221,74.8843371
Gangsar Jaitu ,GJUT,30.4520351,74.8881959
Shirud ,SHF,20.7335742,74.8916458
Manjeshwar ,MJS,12.7199692,74.8945692
Talguppa ,TLGP,14.2158245,74.9004158
Umed ,UMED,25.5636111,74.9011111
Bari Brahman ,BBMN,32.6382862,74.9036619
Uppala ,UAA,12.6707083,74.9121083
Harkia Khal ,HKL,24.3632824,74.9188828
Parewadi ,PRWD,27.3192195,74.9223386
Mordad Tanda ,MWK,20.6786156,74.9267229
Verka Junction ,VKA,31.665471,74.9315636
Katra ,KEA,32.9914962,74.9318173
Tiloniya ,TL,26.6515192,74.9369522
Bhatinda Junction ,BTI,30.210994,74.9454745
Chalgeri ,CLI,14.8537596,74.947181
Kumbla ,KMQ,12.596195,74.949109
Churu ,CUR,28.3,74.95
Padse ,PDP,21.1318064,74.9588702
Raman ,RMN,29.9500431,74.9617924
Fatehpur Skhwti ,FPS,28.000363,74.9704672
Gahlota ,GLTA,26.7000469,74.9734805
Kalanwali ,KNL,29.822711,74.9747614
Dhareshwar ,DRS,24.7431993,74.9793243
Rmgrh Shekhwati ,RSWT,28.166406,74.9799185
Malhargarh ,MLG,24.288053,74.983965
Kasaragod ,KGQ,12.5102239,74.9851678
Bathinda Cantt. ,BTIC,30.2226222,74.985702
Dhalgaon ,DLGN,17.1160114,74.9880895
Kanil ,KANJ,33.9420322,74.9895503
Morwani ,MRN,23.2647894,74.9961239
Makhu ,MXH,31.1033,74.9978
Chalisgaon Junction ,CSN,20.4637095,74.9988628
Ghagghar ,GHG,29.5857285,74.9994135
Dharwar ,DWR,15.45,75
Padla ,PDQ,24.6329078,75.0056186
Dhekvad ,DWD,15.4589236,75.007808
Lasur ,LSR,19.9282261,75.0114612
Bhoras Budrukh ,BFJ,20.5212871,75.0130928
Batala Junction ,BAT,31.7180316,75.015363
Washimbe ,WSB,18.2833438,75.0173035
Sirsa ,SSA,29.5335931,75.0177029
Vijay Pur ,VJP,32.5645199,75.0231457
Sagar Jambagaru ,SRF,14.170075,75.0239673
Indapur ,INP,18.1140272,75.0319086
Bekal Fort ,BFR,12.3923185,75.0326388
Bantawala ,BNTL,12.9,75.0333
Chintaman Ganes ,CNN,23.324309,75.040618
New Mal Junction ,NMZ,23.333552,75.0450408
Mahansar ,MWR,28.2015926,75.0465123
Ratlam Junction ,RTM,23.3405576,75.0504837
Pallikere ,PKP,12.3829718,75.0523534
Sindpan ,SDPN,24.1331777,75.0523534
Bissau ,BUB,28.240202,75.061362
Namli ,NLI,23.4593161,75.0625748
Mandasor ,MDS,24.0667,75.0667
Sambhar Lake ,SBR,26.9465364,75.0727956
Kot Fatteh ,KTF,30.1135049,75.0815557
Brayla Chaurasi ,BRLA,23.5552691,75.0925965
Mandalgarh ,MLGH,25.1977566,75.0932352
Kanhangad ,KZE,12.332473,75.0961549
Sakhun ,SK,26.7032959,75.0976147
Pophlaj ,PPJ,18.291812,75.097625
Dalauda ,DLD,23.9479015,75.1005344
Dhodhar ,DOD,23.7785188,75.1049137
Bangrod ,BOD,23.4054803,75.1063735
Nileshwar ,NLE,12.2409917,75.1172933
Samba ,SMBX,32.524913,75.1202978
Kalsur ,KVS,15.3647083,75.1239547
Jaora ,JAO,23.6382375,75.1253492
Dundlod Mkdgrh ,DOB,27.9085426,75.1316319
Udhampur ,UHP,32.9128588,75.1428632
Kajgaon ,KJ,20.5714077,75.1443226
Hubli Junction ,UBL,15.3500306,75.1491598
Murshadpur ,MSDR,18.8095984,75.1574567
Tahsil Bhadra ,TSD,29.1015996,75.1613784
Jeur ,JEUR,18.260227,75.1632937
Dudhwakhara ,DKX,28.4603064,75.1665151
Moga ,MOGA,30.8164603,75.1717093
Trikarpur ,TKQ,12.1417813,75.1720488
Rai Singh Nagar ,RSNR,30.82927,75.1871639
Lohian Khas Junction ,LNK,31.1649999,75.1955758
Sultanpur Lodi ,SQR,31.2153,75.1997
Hadyal ,HYL,28.4911842,75.1997702
Payyanur ,PAY,12.1,75.2
Sangola ,SGLA,17.4333,75.2
Nagar ,NGE,26.4639155,75.2026879
Malsian Shahkht ,MQS,31.1683269,75.2090842
Ghagwal ,GHGL,32.5096273,75.2099821
Daulatabad ,DLB,19.942724,75.213164
Bhanwasa ,BNWS,23.4058816,75.2158171
Puttur ,PUT,12.7667,75.2167
Phulera Junction ,FL,26.8667,75.2333
Rampura Phul ,PUL,30.2819444,75.2430556
Rauli ,RUL,30.865613,75.245145
Kundgol ,KNO,15.2552502,75.2475354
Bohali ,BHLI,17.6070829,75.2522813
Kalhar ,KAH,33.6230419,75.2544689
Payangadi ,PAZ,12.0188487,75.2586951
Dharangaon ,DXG,21.0167,75.2667
Chhina ,CHN,31.8988689,75.2705102
Nawalgarh ,NWH,27.851755,75.2740477
Hira Nagar ,HRNR,32.4896217,75.2741557
Berchha ,BCH,23.2027391,75.2799884
Khachrod ,KUH,23.4255409,75.2843627
Sidmukh ,SDMK,28.8881028,75.2843627
Beas ,BEAS,31.520083,75.291249
Kotli Kalan ,KTKL,30.037557,75.293111
Bheslana ,BILA,27.0594029,75.2939308
Saunshi ,SNH,15.204522,75.3004009
Takli ,TKI,17.6381472,75.3004009
Chakdayala ,CKDL,32.478389,75.3076904
Dhavalas ,DHS,18.135955,75.312064
Ranolishishu ,RNIS,27.5283578,75.3146458
Dokwa ,DKWA,28.5817215,75.3222685
Dhariwal ,DHW,31.9486111,75.3233333
Pandharpur ,PVR,17.6745535,75.3237262
Amalner ,AN,18.9485435,75.3353875
Savanur ,SVNR,14.9724912,75.3355694
Aurangabad ,AWB,19.8761653,75.3433139
Chavalkhede ,CHLK,21.0206961,75.3441329
Valapattanam ,VAPM,11.9261679,75.3499629
Dhilwan ,DIW,31.5169,75.35
Renwal ,RNW,27.1614915,75.3573804
Jalindri ,JNRI,25.2855429,75.3587075
Chhan Arorian ,CHNR,32.4615237,75.3587986
Gudgeri ,GDI,15.1333333,75.3666667
Kannur ,CAN,11.8744775,75.3703662
Dhinda ,DHND,26.8919428,75.3703662
Utran ,URN,20.751927,75.3772881
Asalpur Jobner ,JOB,26.9691156,75.379858
Kapurthala ,KXH,31.38,75.38
Kumsi ,KMSI,14.0622397,75.3820239
Mansa ,MSZ,29.9833,75.3833
Ringas Junction ,RGS,27.3628496,75.3892184
Mundhewadi ,MVE,17.679841,75.3936808
Narwasi ,NRWI,28.7408399,75.3951378
Tahsil Fatehpur ,TSF,29.775761,75.3973234
Haveri ,HVR,14.8,75.4
Jhunjhunun ,JJN,28.1333,75.4
Khatu ,KHTU,27.363933,75.4024228
Modnimb ,MLB,17.9145128,75.4024228
Chikalthan ,CTH,19.8601309,75.4029036
Yalvigi ,YLG,15.0360714,75.4038798
Gurdaspur ,GSP,32.0419424,75.4053367
Nakodar Junction ,NRO,31.3157668,75.4114169
Nagda Junction ,NAD,23.4557842,75.4128034
Kurduvadi ,KWV,18.0951125,75.4199054
Paharsar ,PRSR,28.7309604,75.4283982
Piploda Bagla ,PPG,23.3615865,75.428803
Subrahmanya Roa ,SBHR,12.7678884,75.4300162
Annigeri ,NGR,15.4333,75.4333
Fazalpur ,FZL,31.4120757,75.4461793
Ujjain Junction ,UJN,23.4302975,75.4560025
Bhalwani ,BLNI,17.4079641,75.4636031
Dina Nagar ,DNN,32.1352397,75.4665158
Jagraon ,JGN,30.7915511,75.4694285
Mandi Adampur ,ADR,29.2822533,75.4715692
Byadgi ,BYD,14.6700639,75.4842087
Goriyan ,GIO,27.511447,75.4845322
Balsamand ,BLSD,29.0715883,75.4898156
Thalassery ,TLY,11.7532878,75.4928777
Kartarpur ,KRE,31.4363712,75.49564
Takarkhede ,TKHE,20.9931423,75.49564
Mahidpur Road ,MEP,23.5700603,75.5014437
Suratpura ,SURP,28.6902415,75.5127628
Luni Richha ,LNR,23.6612576,75.5144766
Kathua ,KTHU,32.3775789,75.5218468
Barud ,BRUD,21.7491667,75.5269444
Jhunpa ,JUP,28.7732297,75.5283978
Palsora Makrawa ,PSO,23.2602626,75.5312794
Vikramgarh Alot ,VMA,23.7645437,75.5381328
Mahe ,MAHE,11.699142,75.546663
Barnala ,BNN,30.3819446,75.5467979
Budhlada ,BLZ,29.9266932,75.5541854
Satur ,SRT,25.4807495,75.5582376
Unhel ,UNL,23.3380745,75.5582376
Hombal ,HBL,15.5157821,75.559693
Jalgaon Junction ,JL,21.0182435,75.5629677
Pulgaon Junction ,PLO,21.0182435,75.5629677
Sheo Singh Pura ,SHNX,26.9135032,75.567559
Shimoga ,SME,13.9299299,75.568101
Shimoga Town ,SMET,13.9299299,75.568101
Shendri ,SEI,18.1556607,75.5684254
Devargudda ,DAD,14.6683639,75.5727914
Jalandhar City ,JUC,31.3260152,75.5761829
Angar ,AAG,17.898833,75.5771573
Vadakara ,BDJ,11.599104,75.581131
Chhota Gudha ,COD,27.2852997,75.5829782
Kayamsar ,QMRS,28.0953454,75.5866162
Nurmahal ,NRM,31.0964,75.5967
Madhopur Punjab ,MDPB,32.3652894,75.5972867
Talod ,TOD,23.6833333,75.6
Sujanpur ,SJNP,32.31263,75.6014359
Mirthal ,MRTL,32.1181288,75.6062597
Siwani ,SWNI,28.9084317,75.6120795
Jalandhar Cant ,JRC,31.2849744,75.6149893
Mukerian ,MEX,31.9506,75.6158
Jandiala ,JNL,31.1667,75.6167
Ranibennur ,RNR,14.6167,75.6167
Aslaoda ,ASL,23.2461595,75.6178991
Payyoli ,PYOL,11.5128553,75.6178991
Sansarpur ,SNRR,31.2672703,75.6193539
Ghat Nandur ,GTU,18.5656547,75.626628
Chau Mahla ,CMU,23.9935125,75.6309922
Bhogpur Sirwal ,BPRS,31.55,75.6325
Shamgarh ,SGZ,24.1833,75.6333
Chakki Bank ,CHKB,32.2592731,75.6362655
Tanda Urmar ,TDO,31.6789749,75.6382657
Jalsu ,JAC,27.1188167,75.641175
Rampura Beri ,RMB,28.5208072,75.6417002
Gadag Junction ,GDG,15.4367164,75.6420842
Pathankot ,PTK,32.2643375,75.6421121
Mohol ,MO,17.802867,75.6454727
Bhadli ,BDI,21.0511875,75.6455388
Chirawa ,CRWA,28.2401,75.6456
Hole Alur ,HLAR,15.8249636,75.6469934
Bundi ,BUDI,25.4305144,75.6499025
Unchi Bassi ,UCB,31.8587737,75.6499025
Garot ,GOH,24.3167,75.65
Suwasra ,SVA,24.0697172,75.6528116
Bilga ,BZG,31.0501545,75.6546595
Bolinna Doaba ,BLND,31.342263,75.6564045
Dasuya ,DZA,31.813226,75.6637375
Kandrori ,KNDI,32.1963333,75.6654118
Paldhi ,PLD,20.7563771,75.6717191
Guledagudda Road ,GED,16.0676936,75.6732495
Narkher ,NRKR,17.9018005,75.6746277
Badami ,BDM,15.91494,75.676811
Barsi Town ,BTW,18.2333856,75.6941478
Kanwat ,KAWT,27.5886194,75.6949864
Phillaur Junction ,PHR,31.064728,75.6972572
Bagalkot ,BGK,16.1833,75.7
Bijapur ,BJP,16.83,75.7
Quilandi ,QLD,11.43,75.7
Loharwara ,LHW,27.5566625,75.7051647
Chiheru ,CEU,31.2626388,75.7068017
Bhadravati ,BDVT,13.8329901,75.7080727
Kanginhal ,KGX,15.4482814,75.7190679
Lekoda ,LOD,23.0546879,75.7197039
Hisar ,HSR,29.1491875,75.7216527
Bhaton Ki Gali ,BHG,27.0984699,75.7226116
Khurdpur ,KUPR,31.4255962,75.7236958
Badnapur ,BDU,19.8682398,75.7256331
Mulvad ,MVD,16.5931255,75.7327879
Surajgarh ,SRGH,28.3124,75.7347
Sham Chaurasi ,SCQ,31.4997,75.7494
Ajnod ,AJN,22.9397953,75.7531385
Mhow ,MHOW,22.5524372,75.7565273
Khatipura ,KWP,26.9288136,75.7567311
Asafpur ,AFR,31.9450626,75.7589524
Kanoh ,KANO,29.3838843,75.7589524
Kalyan Junction ,KYN,19.2007848,75.7595997
Bir ,BIR,18.9890893,75.7600785
Bhanwar Tonk ,BHTK,25.9599198,75.7633127
Dahar Ka Balaji ,DKBJ,26.9545155,75.7647661
Phagwara Junction ,PGW,31.2180757,75.7649478
Goraya ,GRY,31.123909,75.765552
Sanganer ,SNGN,26.8215681,75.7749395
Nim Ka Thana ,NMK,27.7393659,75.777846
Kozhikode ,CLT,11.2587531,75.78041
Durgapura ,DPA,26.8452693,75.7832725
Sakleshpur ,SKLR,12.9441511,75.7865653
Jaipur ,JP,26.9124165,75.7872879
Jeypore ,JYP,26.9124165,75.7872879
Satrod ,STD,29.131068,75.7880184
Ladhowal ,LDW,30.9784526,75.7938309
Harihar ,HRR,14.5167,75.8
Sunam ,SFM,30.1333,75.8
Loharu ,LHU,28.426706,75.8040022
Rau ,RAU,22.6363845,75.8106927
Lehra Gaga ,LHA,29.935085,75.812415
Tarikere Junction ,TKE,13.7086667,75.815859
Shivpura ,SVT,25.1527292,75.8170786
Kyataneakeri Rd ,KTK,17.0531416,75.8209831
Ladda ,LDX,30.3155402,75.8214371
Minchnal ,MNL,16.9711978,75.8218911
Nasrala ,NAS,31.4889969,75.8228899
Kila Raipur ,QRP,30.762428,75.8228899
Patal Pani ,PTP,22.493163,75.8243427
Kadalundi ,KN,11.1360492,75.8272482
Bagevadi Road ,BSRX,16.4800631,75.828247
Chajli ,CJL,30.0327778,75.8288889
Bhawani Mandi ,BWM,24.42,75.8297222
Ahmadgarh ,AHH,30.6873,75.8316
Ferok ,FK,11.1842697,75.8334786
Sangrur ,SAG,30.2457963,75.8420716
Ludhiana Junction ,LDH,30.9124904,75.8479485
Parpanangadi ,PGI,11.060506,75.8507818
Jhalawar Road ,JHW,25.1488815,75.8532678
Pirtala ,PRTL,29.5987447,75.8548479
Indore Junction Bg ,INDB,22.7195687,75.8577258
Indore Jn Mg ,INDM,22.7195687,75.8577258
Vallikunnu ,VLI,11.2430041,75.8632961
Chorgi ,CHRG,17.1810184,75.865741
Dakaniya Talav ,DKNT,25.1460474,75.8659226
Dhuri Junction ,DUI,30.3667,75.8667
Tanur ,TA,10.9820313,75.875396
Almatti ,LMT,16.3515456,75.8795378
Jalna ,J,19.8333,75.8833
Savda ,SAV,21.15,75.8833
Bharoli ,BHRL,31.2405727,75.8860726
Malerkotla ,MET,30.5232076,75.8882508
Tohana ,TUN,29.7,75.9
Varangaon ,VNA,21.0173325,75.9007435
Shivnagar ,SHNG,22.5915441,75.9143867
Hoshiarpur ,HSX,31.5322,75.9172
Dhandari Kalan ,DDL,30.8586756,75.9172904
Indi Road ,IDR,17.211532,75.919505
Tirur ,TIR,10.9146271,75.9220929
Davangere ,DVG,14.4663438,75.9238397
Bansthali Niwai ,BNLW,26.3609304,75.9289046
Keshorai Patan ,KPTN,25.3,75.9333
Ramganj Mandi ,RMA,24.65,75.9333333
Choral ,CRL,22.4526011,75.9419693
Bhagwanpura ,BGPR,30.7877926,75.9441467
Lachyan ,LHN,17.1737322,75.9564843
Satnali ,STNL,28.3662876,75.9637413
Yedshi ,YSI,18.3192781,75.9644645
Hansi ,HNS,29.1,75.9667
Nilambur Road ,NIL,11.2700492,75.9700221
Aherwadi ,AHD,17.5101273,75.9739003
Morak ,MKX,24.7265382,75.9739003
Sulerjavalge ,SLGE,17.4603082,75.974626
Birur Junction ,RRB,13.5909451,75.9749888
Tadwal ,TVL,17.3930873,75.9756237
Tirunnavaya ,TUA,10.8656858,75.9843017
Padnur ,PDNR,17.313849,75.9876864
Kashi ,KEI,39.4704,75.989755
Hotgi ,HG,17.5647698,75.9898631
Naranjipur ,NRGR,23.059874,76.0014712
Ajjampur ,AJP,13.7273292,76.005824
Jawali ,JAL,32.1471255,76.0072749
Bawani Khera ,BWK,28.95,76.0167
Kadur ,DRU,13.55741,76.01679
Bodwad ,BDWD,20.901904,76.0174308
Isarda ,ISA,26.1707319,76.0297619
Kuttippuram ,KTU,10.8423085,76.0304873
Raver ,RV,21.25,76.0333
Doraha ,DOA,30.8039183,76.0333885
Bhanapur ,BNP,15.3874478,76.0384656
Usmanabad ,UMD,18.1860659,76.0419409
Barwaha ,BWW,22.2528862,76.042092
Guruvayur ,GUV,10.6,76.05
Bassi ,BAI,26.8382049,76.0536957
Mahpur ,MHO,30.590496,76.0652985
Dewas ,DWX,22.9667,76.0667
Sanawad ,SWD,22.1833,76.0667
Tarana Road ,TAN,23.264546,76.066761
Tuljapur ,TGP,18.010037,76.0710681
Ranyal Jasmiya ,RCJ,23.1616121,76.0724591
Kapren ,KPZ,25.4038,76.0745
Digod ,DXD,25.2172203,76.0798006
Mayakonda ,MYK,14.2833333,76.0833333
Hassan ,HAS,13.0068142,76.0995519
Narnaul ,NNL,28.0657961,76.1014781
Arnetha ,ARE,25.6834982,76.1030007
Dhoki ,DKY,18.3712458,76.1044506
Dharur ,DRR,18.8192247,76.1127631
Amb  Andaura ,AADR,31.6525412,76.115427
Garh Jaipur ,GUG,26.7822451,76.1290961
Bhiwani ,BNW,28.7990445,76.1335112
Bhiwani City ,BNWC,28.7990445,76.1335112
Chikjajur Junction ,JRU,14.1302173,76.1377935
Akalkot Road ,AKOR,17.4506984,76.1382465
Nabha ,NBA,30.3703725,76.1435915
Mitawal ,MTI,21.7165651,76.1493891
